ward_code,ward_name,ward_type,district_name,province_name
9847,Xã Đức Giang,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9850,Xã Cát Quế,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9853,Xã Kim Chung,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9856,Xã Yên Sở,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9859,Xã Sơn Đồng,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9862,Xã Vân Canh,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9865,Xã Đắc Sở,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9868,Xã Lại Yên,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9871,Xã Tiền Yên,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9874,Xã Song Phương,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9877,Xã An Khánh,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9880,Xã An Thượng,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9883,Xã Vân Côn,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9889,Xã La Phù,Xã,Huyện Hoài Đức,Thành phố Hà Nội
9892,Xã Đông La,Xã,Huyện Hoài Đức,Thành phố Hà Nội
4939,Xã Đông Xuân,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9895,Thị trấn Quốc Oai,Thị trấn,Huyện Quốc Oai,Thành phố Hà Nội
9898,Xã Sài Sơn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9904,Xã Phượng Sơn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9907,Xã Ngọc Liệp,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9910,Xã Ngọc Mỹ,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9916,Xã Thạch Thán,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9919,Xã Đồng Quang,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9922,Xã Phú Cát,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9925,Xã Tuyết Nghĩa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9928,Xã Liệp Nghĩa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9931,Xã Cộng Hòa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9934,Xã Hưng Đạo,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9940,Xã Phú Mãn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9943,Xã Cấn Hữu,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9949,Xã Hòa Thạch,Xã,Huyện Quốc Oai,Thành phố Hà Nội
9952,Xã Đông Yên,Xã,Huyện Quốc Oai,Thành phố Hà Nội
4927,Xã Yên Trung,Xã,Huyện Thạch Thất,Thành phố Hà Nội
4930,Xã Yên Bình,Xã,Huyện Thạch Thất,Thành phố Hà Nội
4936,Xã Tiến Xuân,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9955,Thị trấn Liên Quan,Thị trấn,Huyện Thạch Thất,Thành phố Hà Nội
9958,Xã Đại Đồng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9961,Xã Cẩm Yên,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9964,Xã Lại Thượng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9967,Xã Phú Kim,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9970,Xã Hương Ngải,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9973,Xã Lam Sơn,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9976,Xã Kim Quan,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9982,Xã Bình Yên,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9988,Xã Thạch Hoà,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9991,Xã Cần Kiệm,Xã,Huyện Thạch Thất,Thành phố Hà Nội
9997,Xã Phùng Xá,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10000,Xã Tân Xã,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10003,Xã Thạch Xá,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10006,Xã Quang Trung,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10009,Xã Hạ Bằng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10012,Xã Đồng Trúc,Xã,Huyện Thạch Thất,Thành phố Hà Nội
10015,Thị trấn Chúc Sơn,Thị trấn,Huyện Chương Mỹ,Thành phố Hà Nội
10018,Thị trấn Xuân Mai,Thị trấn,Huyện Chương Mỹ,Thành phố Hà Nội
10021,Xã Phụng Châu,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10024,Xã Tiên Phương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10027,Xã Đông Sơn,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10030,Xã Đông Phương Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10033,Xã Phú Nghĩa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10039,Xã Trường Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10042,Xã Ngọc Hòa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10045,Xã Thủy Xuân Tiên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10048,Xã Thanh Bình,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10051,Xã Trung Hòa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10054,Xã Đại Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10057,Xã Thụy Hương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10060,Xã Tốt Động,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10063,Xã Lam Điền,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10066,Xã Tân Tiến,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10069,Xã Nam Phương Tiến,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10072,Xã Hợp Đồng,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10075,Xã Hoàng Văn Thụ,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10078,Xã Hoàng Diệu,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10081,Xã Hữu Văn,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10084,Xã Quảng Bị,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10087,Xã Mỹ Lương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10090,Xã Thượng Vực,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10096,Xã Hồng Phú,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10099,Xã Trần Phú,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10102,Xã Văn Võ,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10105,Xã Đồng Lạc,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10108,Xã Hòa Phú,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
10114,Thị trấn Kim Bài,Thị trấn,Huyện Thanh Oai,Thành phố Hà Nội
10120,Xã Cự Khê,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10126,Xã Bích Hòa,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10129,Xã Mỹ Hưng,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10132,Xã Cao Viên,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10135,Xã Bình Minh,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10138,Xã Tam Hưng,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10141,Xã Thanh Cao,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10144,Xã Thanh Thùy,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10147,Xã Thanh Mai,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10150,Xã Thanh Văn,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10153,Xã Đỗ Động,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10156,Xã Kim An,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10159,Xã Kim Thư,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10162,Xã Phương Trung,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10165,Xã Tân Ước,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10168,Xã Dân Hòa,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10171,Xã Liên Châu,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10174,Xã Cao Xuân Dương,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10180,Xã Hồng Dương,Xã,Huyện Thanh Oai,Thành phố Hà Nội
10183,Thị trấn Thường Tín,Thị trấn,Huyện Thường Tín,Thành phố Hà Nội
10186,Xã Ninh Sở,Xã,Huyện Thường Tín,Thành phố Hà Nội
10189,Xã Nhị Khê,Xã,Huyện Thường Tín,Thành phố Hà Nội
10192,Xã Duyên Thái,Xã,Huyện Thường Tín,Thành phố Hà Nội
10195,Xã Khánh Hà,Xã,Huyện Thường Tín,Thành phố Hà Nội
10198,Xã Hòa Bình,Xã,Huyện Thường Tín,Thành phố Hà Nội
10201,Xã Văn Bình,Xã,Huyện Thường Tín,Thành phố Hà Nội
10204,Xã Hiền Giang,Xã,Huyện Thường Tín,Thành phố Hà Nội
10207,Xã Hồng Vân,Xã,Huyện Thường Tín,Thành phố Hà Nội
10210,Xã Vân Tảo,Xã,Huyện Thường Tín,Thành phố Hà Nội
10213,Xã Liên Phương,Xã,Huyện Thường Tín,Thành phố Hà Nội
10216,Xã Văn Phú,Xã,Huyện Thường Tín,Thành phố Hà Nội
10219,Xã Tự Nhiên,Xã,Huyện Thường Tín,Thành phố Hà Nội
10222,Xã Tiền Phong,Xã,Huyện Thường Tín,Thành phố Hà Nội
10225,Xã Hà Hồi,Xã,Huyện Thường Tín,Thành phố Hà Nội
10231,Xã Nguyễn Trãi,Xã,Huyện Thường Tín,Thành phố Hà Nội
10234,Xã Quất Động,Xã,Huyện Thường Tín,Thành phố Hà Nội
10237,Xã Chương Dương,Xã,Huyện Thường Tín,Thành phố Hà Nội
10240,Xã Tân Minh,Xã,Huyện Thường Tín,Thành phố Hà Nội
10243,Xã Lê Lợi,Xã,Huyện Thường Tín,Thành phố Hà Nội
10246,Xã Thắng Lợi,Xã,Huyện Thường Tín,Thành phố Hà Nội
10249,Xã Dũng Tiến,Xã,Huyện Thường Tín,Thành phố Hà Nội
10255,Xã Nghiêm Xuyên,Xã,Huyện Thường Tín,Thành phố Hà Nội
10258,Xã Tô Hiệu,Xã,Huyện Thường Tín,Thành phố Hà Nội
10261,Xã Văn Tự,Xã,Huyện Thường Tín,Thành phố Hà Nội
10264,Xã Vạn Nhất,Xã,Huyện Thường Tín,Thành phố Hà Nội
10267,Xã Minh Cường,Xã,Huyện Thường Tín,Thành phố Hà Nội
10270,Thị trấn Phú Minh,Thị trấn,Huyện Phú Xuyên,Thành phố Hà Nội
10273,Thị trấn Phú Xuyên,Thị trấn,Huyện Phú Xuyên,Thành phố Hà Nội
10276,Xã Hồng Minh,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10279,Xã Phượng Dực,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10282,Xã Nam Tiến,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10291,Xã Văn Hoàng,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10294,Xã Phú Túc,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10300,Xã Hồng Thái,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10303,Xã Hoàng Long,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10312,Xã Nam Phong,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10315,Xã Tân Dân,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10318,Xã Quang Hà,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10321,Xã Chuyên Mỹ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10324,Xã Khai Thái,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10327,Xã Phúc Tiến,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10330,Xã Vân Từ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10333,Xã Tri Thủy,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10336,Xã Đại Xuyên,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10339,Xã Phú Yên,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10342,Xã Bạch Hạ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10345,Xã Quang Lãng,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10348,Xã Châu Can,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10351,Xã Minh Tân,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
10354,Thị trấn Vân Đình,Thị trấn,Huyện Ứng Hòa,Thành phố Hà Nội
10363,Xã Hoa Viên,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10366,Xã Quảng Phú Cầu,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10369,Xã Trường Thịnh,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10375,Xã Liên Bạt,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10378,Xã Cao Sơn Tiến,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10384,Xã Phương Tú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10387,Xã Trung Tú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10390,Xã Đồng Tân,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10393,Xã Tảo Dương Văn,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10396,Xã Thái Hòa,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10399,Xã Minh Đức,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10402,Xã Trầm Lộng,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10411,Xã Kim Đường,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10417,Xã Hòa Phú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10423,Xã Đại Hùng,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10426,Xã Đông Lỗ,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10429,Xã Phù Lưu,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10432,Xã Đại Cường,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10435,Xã Bình Lưu Quang,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
10441,Thị trấn Đại Nghĩa,Thị trấn,Huyện Mỹ Đức,Thành phố Hà Nội
10444,Xã Đồng Tâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10447,Xã Thượng Lâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10450,Xã Tuy Lai,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10453,Xã Phúc Lâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10459,Xã Mỹ Xuyên,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10462,Xã An Mỹ,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10465,Xã Hồng Sơn,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10468,Xã Lê Thanh,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10471,Xã Xuy Xá,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10474,Xã Phùng Xá,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10477,Xã Phù Lưu Tế,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10480,Xã Đại Hưng,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10483,Xã Vạn Tín,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10489,Xã Hương Sơn,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10492,Xã Hùng Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10495,Xã An Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10498,Xã Hợp Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10501,Xã Hợp Thanh,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
10504,Xã An Phú,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
688,Phường Quang Trung,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
691,Phường Trần Phú,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
692,Phường Ngọc Hà,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
694,Phường Nguyễn Trãi,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
697,Phường Minh Khai,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
700,Xã Ngọc Đường,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
946,Xã Phương Độ,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
949,Xã Phương Thiện,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
712,Thị trấn Phó Bảng,Thị trấn,Huyện Đồng Văn,Tỉnh Hà Giang
715,Xã Lũng Cú,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
718,Xã Má Lé,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
721,Thị trấn Đồng Văn,Thị trấn,Huyện Đồng Văn,Tỉnh Hà Giang
724,Xã Lũng Táo,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
727,Xã Phố Là,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
730,Xã Thài Phìn Tủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
733,Xã Sủng Là,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
736,Xã Xà Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
739,Xã Tả Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
742,Xã Tả Lủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
745,Xã Phố Cáo,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
748,Xã Sính Lủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
751,Xã Sảng Tủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
754,Xã Lũng Thầu,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
757,Xã Hố Quáng Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
760,Xã Vần Chải,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
763,Xã Lũng Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
766,Xã Sủng Trái,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
769,Thị trấn Mèo Vạc,Thị trấn,Huyện Mèo Vạc,Tỉnh Hà Giang
772,Xã Thượng Phùng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
775,Xã Pải Lủng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
778,Xã Xín Cái,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
781,Xã Pả Vi,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
784,Xã Giàng Chu Phìn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
787,Xã Sủng Trà,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
790,Xã Sủng Máng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
793,Xã Sơn Vĩ,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
796,Xã Tả Lủng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
799,Xã Cán Chu Phìn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
802,Xã Lũng Pù,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
805,Xã Lũng Chinh,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
808,Xã Tát Ngà,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
811,Xã Nậm Ban,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
814,Xã Khâu Vai,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
815,Xã Niêm Tòng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
817,Xã Niêm Sơn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
820,Thị trấn Yên Minh,Thị trấn,Huyện Yên Minh,Tỉnh Hà Giang
823,Xã Thắng Mố,Xã,Huyện Yên Minh,Tỉnh Hà Giang
826,Xã Phú Lũng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
829,Xã Sủng Tráng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
832,Xã Bạch Đích,Xã,Huyện Yên Minh,Tỉnh Hà Giang
835,Xã Na Khê,Xã,Huyện Yên Minh,Tỉnh Hà Giang
838,Xã Sủng Thài,Xã,Huyện Yên Minh,Tỉnh Hà Giang
841,Xã Hữu Vinh,Xã,Huyện Yên Minh,Tỉnh Hà Giang
844,Xã Lao Và Chải,Xã,Huyện Yên Minh,Tỉnh Hà Giang
847,Xã Mậu Duệ,Xã,Huyện Yên Minh,Tỉnh Hà Giang
850,Xã Đông Minh,Xã,Huyện Yên Minh,Tỉnh Hà Giang
853,Xã Mậu Long,Xã,Huyện Yên Minh,Tỉnh Hà Giang
856,Xã Ngam La,Xã,Huyện Yên Minh,Tỉnh Hà Giang
859,Xã Ngọc Long,Xã,Huyện Yên Minh,Tỉnh Hà Giang
862,Xã Đường Thượng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
865,Xã Lũng Hồ,Xã,Huyện Yên Minh,Tỉnh Hà Giang
868,Xã Du Tiến,Xã,Huyện Yên Minh,Tỉnh Hà Giang
871,Xã Du Già,Xã,Huyện Yên Minh,Tỉnh Hà Giang
874,Thị trấn Tam Sơn,Thị trấn,Huyện Quản Bạ,Tỉnh Hà Giang
877,Xã Bát Đại Sơn,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
880,Xã Nghĩa Thuận,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
883,Xã Cán Tỷ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
886,Xã Cao Mã Pờ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
889,Xã Thanh Vân,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
892,Xã Tùng Vài,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
895,Xã Đông Hà,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
898,Xã Quản Bạ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
901,Xã Lùng Tám,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
904,Xã Quyết Tiến,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
907,Xã Tả Ván,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
910,Xã Thái An,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
703,Xã Kim Thạch,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
706,Xã Phú Linh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
709,Xã Kim Linh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
913,Thị trấn Vị Xuyên,Thị trấn,Huyện Vị Xuyên,Tỉnh Hà Giang
916,Thị trấn Nông trường Việt Lâm,Thị trấn,Huyện Vị Xuyên,Tỉnh Hà Giang
919,Xã Minh Tân,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
922,Xã Thuận Hoà,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
925,Xã Tùng Bá,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
928,Xã Thanh Thủy,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
931,Xã Thanh Đức,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
934,Xã Phong Quang,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
937,Xã Xín Chải,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
940,Xã Phương Tiến,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
943,Xã Lao Chải,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
952,Xã Cao Bồ,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
955,Xã Đạo Đức,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
958,Xã Thượng Sơn,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
961,Xã Linh Hồ,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
964,Xã Quảng Ngần,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
967,Xã Việt Lâm,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
970,Xã Ngọc Linh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
973,Xã Ngọc Minh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
976,Xã Bạch Ngọc,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
979,Xã Trung Thành,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
982,Xã Minh Sơn,Xã,Huyện Bắc Mê,Tỉnh Hà Giang
985,Xã Giáp Trung,Xã,Huyện Bắc Mê,Tỉnh Hà Giang
988,Xã Yên Định,Xã,Huyện Bắc Mê,Tỉnh Hà Giang
